record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-7B101A4B,UNIT-9042,pump,KSB,2015,processing_plant,ghana,35896,2022-05-31,inspection,preventive,filter_replace,routine,1.2,1657.46,80.0,preventive,True,18,False,True,False
EQP-338DEE0B,UNIT-9249,drill_rig,Caterpillar,2021,processing_plant,drc,10709,2020-11-08,inspection,preventive,inspection,routine,2.9,3914.31,75.0,preventive,True,10,False,False,True
EQP-3F05FC20,UNIT-4833,haul_truck,Belaz,2023,open_pit,drc,4176,2024-10-01,overhaul,brakes,general_component,major,15.7,45891.9,1654.0,major_overhaul,True,103,False,False,False
EQP-AF574B9A,UNIT-7811,haul_truck,Komatsu,2018,underground,zambia,22236,2022-10-19,condition_based,electrical,sensors,routine,3.0,1597.01,330.0,predictive,False,56,False,False,True
EQP-C04C9347,UNIT-3949,conveyor,ThyssenKrupp,2012,open_pit,tanzania,47328,2020-08-18,breakdown,roller,general_component,major,6.3,10490.56,2316.0,corrective,False,31,False,False,False
EQP-0E3BC418,UNIT-7662,pump,KSB,2013,open_pit,zambia,44489,2024-06-13,breakdown,casing,general_component,major,11.9,15430.94,871.0,corrective,False,63,False,True,False
EQP-409E903B,UNIT-5522,grader,Komatsu,2017,processing_plant,botswana,29189,2024-09-02,scheduled_maintenance,preventive,filter_replace,routine,3.0,3510.79,40.0,preventive,True,224,False,False,False
EQP-4D563FE9,UNIT-1467,crusher,Sandvik,2010,open_pit,zimbabwe,58349,2022-10-07,condition_based,motor,general_component,routine,11.8,10583.56,2737.0,predictive,False,12,False,False,True
EQP-874E7437,UNIT-4759,pump,Weir,2016,open_pit,botswana,31571,2024-09-02,scheduled_maintenance,preventive,adjustment,routine,1.2,1637.88,112.0,preventive,True,9,False,False,False
EQP-63326A1A,UNIT-5209,crusher,Metso,2020,open_pit,zambia,15134,2024-10-13,breakdown,hydraulics,filter,major,55.0,105257.93,11206.0,corrective,False,26,False,False,False
EQP-61E296D5,UNIT-3316,excavator,Liebherr,2021,underground,zimbabwe,12522,2024-09-12,scheduled_maintenance,preventive,oil_change,minor,6.2,17885.86,952.0,preventive,True,53,False,False,False
EQP-3ECDBD28,UNIT-4369,conveyor,FLSmidth,2008,processing_plant,zimbabwe,65869,2024-10-01,inspection,preventive,adjustment,minor,5.1,2798.2,2356.0,preventive,True,289,False,False,False
EQP-1F8F8DAF,UNIT-5523,haul_truck,Belaz,2012,open_pit,zimbabwe,49532,2020-04-30,breakdown,tires,front_left,minor,5.3,25890.27,556.0,corrective,False,337,False,False,False
EQP-B2D4BFFE,UNIT-1447,haul_truck,Hitachi,2012,open_pit,south_africa,46964,2020-02-25,scheduled_maintenance,preventive,filter_replace,routine,2.6,4345.39,222.0,preventive,True,24,False,False,False
EQP-73D9DA5B,UNIT-2366,drill_rig,Epiroc,2016,open_pit,south_africa,31859,2022-11-05,breakdown,drill_string,general_component,major,15.0,46294.05,537.0,corrective,False,80,False,False,False
EQP-8A4DC522,UNIT-7900,haul_truck,Caterpillar,2010,open_pit,south_africa,56850,2023-09-08,scheduled_maintenance,preventive,adjustment,routine,1.8,3721.13,203.0,preventive,True,20,False,False,False
EQP-1AAFFDB0,UNIT-4167,pump,Metso,2023,open_pit,ghana,4919,2024-02-17,condition_based,seal,general_component,minor,5.1,3655.87,476.0,predictive,False,1,False,False,False
EQP-55D345F1,UNIT-6474,pump,Metso,2022,underground,botswana,8591,2023-03-01,breakdown,impeller,general_component,critical,34.6,60022.88,3206.0,corrective,False,15,False,False,False
EQP-7B1B1734,UNIT-6091,excavator,Caterpillar,2013,underground,zimbabwe,43551,2021-07-18,condition_based,undercarriage,general_component,minor,12.4,28130.4,2193.0,predictive,False,98,True,False,False
EQP-DAB46675,UNIT-5960,crusher,Metso,2014,open_pit,south_africa,40582,2024-08-06,condition_based,bearing,general_component,minor,26.5,46690.84,5496.0,predictive,False,39,False,False,True
EQP-1DC2A2B3,UNIT-4720,drill_rig,Epiroc,2015,underground,drc,36929,2022-11-29,scheduled_maintenance,preventive,filter_replace,routine,1.4,1364.32,45.0,preventive,True,13,False,False,False
EQP-B1E83CC7,UNIT-5349,haul_truck,Caterpillar,2008,underground,south_africa,63067,2023-05-11,inspection,preventive,inspection,minor,7.6,9375.44,822.0,preventive,True,29,False,False,False
EQP-BCB45FE7,UNIT-8414,excavator,Hitachi,2022,open_pit,tanzania,9330,2021-04-06,condition_based,hydraulics,filter,minor,16.1,27127.74,2125.0,predictive,False,139,True,False,False
EQP-A2227ED8,UNIT-9684,haul_truck,Komatsu,2020,open_pit,botswana,16991,2023-09-27,scheduled_maintenance,preventive,filter_replace,routine,1.8,4789.64,267.0,preventive,True,69,False,False,False
EQP-8618F2B0,UNIT-3310,excavator,Komatsu,2013,underground,south_africa,43258,2020-08-21,breakdown,hydraulics,filter,major,35.8,45575.28,3882.0,corrective,False,32,False,False,True
EQP-BCB1F0B2,UNIT-7024,haul_truck,Caterpillar,2016,open_pit,drc,32924,2024-04-15,scheduled_maintenance,preventive,inspection,minor,7.9,17179.27,892.0,preventive,True,27,False,False,False
EQP-AC5AF851,UNIT-9726,haul_truck,Komatsu,2014,processing_plant,botswana,40813,2024-03-14,scheduled_maintenance,preventive,inspection,minor,4.1,21756.13,426.0,preventive,True,18,False,True,False
EQP-3CEABB24,UNIT-1068,haul_truck,Hitachi,2011,processing_plant,zambia,52851,2023-05-13,breakdown,hydraulics,pump,critical,43.0,196956.18,5716.0,corrective,False,70,True,False,True
EQP-0BC2ACE2,UNIT-8061,grader,John Deere,2012,processing_plant,tanzania,49575,2024-11-01,scheduled_maintenance,preventive,inspection,minor,8.0,6238.05,128.0,preventive,True,69,True,False,False
EQP-30309DAC,UNIT-5470,haul_truck,Komatsu,2009,open_pit,ghana,59989,2024-06-26,overhaul,hydraulics,cylinder,major,23.5,71751.56,1869.0,major_overhaul,True,57,False,True,False
EQP-38D949B4,UNIT-9707,excavator,Caterpillar,2020,open_pit,south_africa,16331,2020-05-05,breakdown,hydraulics,cylinder,minor,14.5,11030.88,2426.0,corrective,False,1,True,False,True
EQP-EE0CA463,UNIT-6203,conveyor,ThyssenKrupp,2018,processing_plant,zimbabwe,21361,2021-02-01,condition_based,gearbox,general_component,routine,1.5,1045.15,560.0,predictive,False,197,False,False,False
EQP-257FBFCF,UNIT-8542,excavator,Liebherr,2022,open_pit,south_africa,9115,2020-08-06,scheduled_maintenance,preventive,adjustment,minor,17.6,12026.36,2845.0,preventive,True,45,False,False,False
EQP-AFC86723,UNIT-2493,drill_rig,Caterpillar,2008,open_pit,tanzania,65019,2021-07-31,condition_based,electrical,alternator,routine,1.7,2133.48,46.0,predictive,False,155,False,False,False
EQP-8471A671,UNIT-2278,haul_truck,Komatsu,2018,underground,zimbabwe,25356,2022-11-25,inspection,preventive,filter_replace,minor,7.0,22919.23,793.0,preventive,True,168,False,False,False
EQP-F5A4C48A,UNIT-9338,crusher,Sandvik,2016,open_pit,ghana,31063,2020-09-15,scheduled_maintenance,preventive,adjustment,routine,10.3,3285.7,2361.0,preventive,True,135,False,False,False
EQP-7B3539D0,UNIT-5737,conveyor,Metso,2017,underground,drc,28962,2020-06-04,scheduled_maintenance,preventive,filter_replace,minor,4.4,2790.73,1261.0,preventive,True,102,False,False,False
EQP-509BD8FC,UNIT-6024,crusher,FLSmidth,2023,processing_plant,tanzania,5018,2023-03-05,breakdown,hydraulics,hose,critical,108.8,242635.81,26351.0,corrective,False,41,False,False,True
EQP-E8EA1F9C,UNIT-2529,conveyor,Metso,2014,underground,botswana,39349,2023-02-10,breakdown,motor,general_component,major,10.5,10415.24,5011.0,corrective,False,1,False,True,True
EQP-799C8C0F,UNIT-3040,drill_rig,Epiroc,2010,open_pit,ghana,57055,2021-10-21,scheduled_maintenance,preventive,inspection,minor,4.6,10850.84,118.0,preventive,True,29,True,False,False
EQP-9E2C9E94,UNIT-8363,excavator,Liebherr,2008,processing_plant,tanzania,64463,2023-07-19,breakdown,hydraulics,pump,critical,82.9,169044.44,10386.0,corrective,False,39,True,False,True
EQP-44AB80C9,UNIT-3729,haul_truck,Hitachi,2015,underground,south_africa,34301,2022-12-01,breakdown,transmission,torque_converter,major,22.3,44496.8,2223.0,corrective,False,8,True,False,False
EQP-322B2F0E,UNIT-6256,drill_rig,Caterpillar,2010,open_pit,botswana,56584,2022-01-16,breakdown,compressor,general_component,minor,4.7,17558.21,181.0,corrective,False,30,False,False,False
EQP-6BFB5F3F,UNIT-3848,haul_truck,Komatsu,2010,underground,zimbabwe,55232,2020-05-02,breakdown,brakes,general_component,major,21.1,49449.02,2754.0,corrective,False,6,False,False,False
EQP-65877831,UNIT-3370,excavator,Caterpillar,2010,open_pit,south_africa,54324,2023-09-23,scheduled_maintenance,preventive,filter_replace,minor,16.3,10451.46,2707.0,preventive,True,74,True,False,False
EQP-A2B8E0F6,UNIT-2494,crusher,Metso,2012,open_pit,zimbabwe,48366,2023-01-29,breakdown,liner,general_component,major,47.4,109213.38,10394.0,corrective,False,84,False,False,True
EQP-72327A1D,UNIT-9365,haul_truck,Caterpillar,2009,underground,zimbabwe,59934,2020-07-23,breakdown,tires,rear_left,major,14.4,34922.27,2117.0,corrective,False,106,False,False,False
EQP-7E0759F0,UNIT-9459,haul_truck,Caterpillar,2015,open_pit,zimbabwe,37403,2020-12-04,condition_based,electrical,alternator,minor,10.9,8835.17,1097.0,predictive,False,4,False,False,False
EQP-59914E4C,UNIT-2036,crusher,Sandvik,2018,open_pit,ghana,24181,2021-06-26,condition_based,hydraulics,cylinder,routine,8.2,6927.77,2194.0,predictive,False,39,True,False,False
EQP-55668566,UNIT-4178,excavator,Caterpillar,2012,underground,zimbabwe,48778,2020-11-18,overhaul,engine,turbo,major,23.6,56326.34,4310.0,major_overhaul,True,49,True,False,False
EQP-6D4834D2,UNIT-6074,loader,Caterpillar,2010,open_pit,tanzania,56508,2023-12-24,overhaul,electrical,wiring,major,15.2,28020.87,837.0,major_overhaul,True,7,False,False,False
EQP-74406592,UNIT-4449,grader,John Deere,2017,underground,ghana,29020,2024-08-07,inspection,preventive,adjustment,routine,2.1,1754.99,22.0,preventive,True,179,False,False,False
EQP-5C9B64F1,UNIT-7488,pump,KSB,2009,open_pit,south_africa,59113,2020-06-08,condition_based,impeller,general_component,routine,1.4,1174.5,139.0,predictive,False,45,False,False,False
EQP-BCCCB380,UNIT-3341,drill_rig,Caterpillar,2019,underground,tanzania,20198,2021-03-06,breakdown,hydraulics,valve,minor,8.0,8767.12,272.0,corrective,False,37,False,True,False
EQP-8E7940E8,UNIT-1529,excavator,Caterpillar,2014,processing_plant,zambia,39859,2021-05-28,breakdown,engine,injector,major,27.0,41937.95,4505.0,corrective,False,66,True,False,True
EQP-4CDDE9A6,UNIT-4032,conveyor,ThyssenKrupp,2014,open_pit,drc,40653,2024-11-20,overhaul,roller,general_component,major,7.7,23389.0,1981.0,major_overhaul,True,64,False,False,False
EQP-C5484B47,UNIT-6380,conveyor,FLSmidth,2011,underground,tanzania,52255,2023-01-23,overhaul,roller,general_component,major,11.6,19771.06,5115.0,major_overhaul,True,63,False,False,False
EQP-4B9ED7D2,UNIT-2625,conveyor,FLSmidth,2012,open_pit,south_africa,47385,2024-09-13,scheduled_maintenance,preventive,adjustment,routine,1.2,1913.31,406.0,preventive,True,39,False,False,False
EQP-8ADEB35C,UNIT-8342,excavator,Komatsu,2010,open_pit,tanzania,55662,2021-03-21,scheduled_maintenance,preventive,filter_replace,routine,3.0,5264.73,474.0,preventive,True,5,False,True,False
EQP-FC1B9039,UNIT-1110,haul_truck,Belaz,2016,open_pit,drc,33648,2020-05-01,breakdown,brakes,general_component,minor,11.6,20400.14,912.0,corrective,False,12,True,False,False
EQP-9EB53B2A,UNIT-1607,haul_truck,Komatsu,2010,open_pit,south_africa,54305,2022-05-15,breakdown,transmission,gearbox,major,16.8,61634.23,1396.0,corrective,False,104,True,False,False
EQP-C922D0B6,UNIT-5579,haul_truck,Caterpillar,2018,open_pit,botswana,24709,2024-01-10,scheduled_maintenance,preventive,adjustment,routine,2.8,3640.16,383.0,preventive,True,18,False,False,False
EQP-C3825AF4,UNIT-5609,haul_truck,Komatsu,2012,underground,tanzania,49241,2024-02-15,breakdown,electrical,starter,major,22.0,67407.56,2564.0,corrective,False,31,False,False,True
EQP-ED65A469,UNIT-3653,grader,Caterpillar,2017,underground,south_africa,28578,2022-04-30,scheduled_maintenance,preventive,oil_change,routine,2.3,3271.57,41.0,preventive,True,66,True,False,False
EQP-0CA2736C,UNIT-3326,haul_truck,Caterpillar,2016,processing_plant,botswana,33971,2021-04-30,condition_based,hydraulics,cylinder,routine,2.9,3222.51,253.0,predictive,False,48,True,False,False
EQP-62CC3FDE,UNIT-1628,conveyor,Metso,2018,processing_plant,botswana,24938,2020-03-25,inspection,preventive,filter_replace,routine,1.8,1165.59,598.0,preventive,True,270,False,True,False
EQP-2E06B754,UNIT-6965,pump,Weir,2020,open_pit,tanzania,16384,2022-02-23,inspection,preventive,adjustment,routine,1.1,694.27,102.0,preventive,True,60,True,False,False
EQP-DEFD9BA2,UNIT-4410,excavator,Komatsu,2016,open_pit,south_africa,31533,2022-08-22,breakdown,engine,oil_pump,critical,111.1,250786.05,17620.0,corrective,False,5,False,False,False
EQP-2F720A6A,UNIT-2067,conveyor,Metso,2021,open_pit,south_africa,12402,2020-02-02,scheduled_maintenance,preventive,adjustment,routine,1.0,2122.64,417.0,preventive,True,105,False,False,False
EQP-F19687D0,UNIT-4598,crusher,Sandvik,2012,underground,zimbabwe,48681,2024-08-09,scheduled_maintenance,preventive,filter_replace,minor,32.5,40380.66,5881.0,preventive,True,41,False,False,False
EQP-E7559298,UNIT-9432,excavator,Caterpillar,2020,processing_plant,botswana,16003,2023-06-29,scheduled_maintenance,preventive,filter_replace,minor,10.7,20640.53,1665.0,preventive,True,112,False,True,True
EQP-6ECC027B,UNIT-3350,drill_rig,Sandvik,2013,open_pit,south_africa,43257,2021-08-11,overhaul,drill_string,general_component,major,13.9,32307.07,603.0,major_overhaul,True,182,True,False,False
EQP-7B41BA44,UNIT-9051,loader,Volvo,2018,open_pit,drc,22795,2021-10-01,breakdown,electrical,wiring,major,23.3,48933.07,1366.0,corrective,False,45,False,False,False
EQP-B900AA93,UNIT-3328,loader,Caterpillar,2015,open_pit,south_africa,36185,2021-10-04,breakdown,engine,injector,major,18.1,42513.62,1176.0,corrective,False,1,False,False,True
EQP-D20BEB92,UNIT-2673,loader,Caterpillar,2022,processing_plant,drc,6519,2024-03-28,scheduled_maintenance,preventive,inspection,minor,6.7,15948.94,338.0,preventive,True,19,False,False,False
EQP-6B2118A1,UNIT-3345,pump,Metso,2012,open_pit,zambia,47528,2023-07-26,scheduled_maintenance,preventive,filter_replace,minor,4.8,5658.06,471.0,preventive,True,2,False,False,False
EQP-318A06A2,UNIT-3909,excavator,Komatsu,2016,underground,south_africa,29568,2020-06-08,scheduled_maintenance,preventive,adjustment,routine,5.4,7908.35,1024.0,preventive,True,39,True,False,False
EQP-0D97FF24,UNIT-2085,loader,Caterpillar,2010,open_pit,zambia,56833,2021-07-05,scheduled_maintenance,preventive,inspection,routine,2.4,4203.15,131.0,preventive,True,107,False,False,False
EQP-1F3005CD,UNIT-6288,conveyor,Metso,2018,open_pit,zambia,25154,2023-11-09,breakdown,belt,general_component,major,10.5,20264.91,4810.0,corrective,False,35,False,False,False
EQP-D642FCDC,UNIT-4000,crusher,Sandvik,2008,open_pit,drc,64078,2021-10-03,scheduled_maintenance,preventive,adjustment,routine,7.2,10993.53,1670.0,preventive,True,98,True,False,False
EQP-A9536DF1,UNIT-7461,crusher,FLSmidth,2014,underground,tanzania,41831,2024-01-04,condition_based,hydraulics,pump,routine,9.1,14117.58,2682.0,predictive,False,41,False,False,True
EQP-7D11F421,UNIT-5418,loader,Komatsu,2008,underground,south_africa,65347,2022-07-02,breakdown,hydraulics,pump,major,23.0,50512.16,1736.0,corrective,False,34,False,False,True
EQP-1BC64BE5,UNIT-4983,grader,Komatsu,2013,open_pit,south_africa,44479,2023-10-28,inspection,preventive,filter_replace,minor,9.9,10558.74,119.0,preventive,True,22,False,False,False
EQP-2EE6DD85,UNIT-5238,excavator,Hitachi,2015,open_pit,drc,35886,2022-08-07,scheduled_maintenance,preventive,inspection,routine,4.4,9183.66,817.0,preventive,True,167,False,False,False
EQP-29139968,UNIT-2406,crusher,FLSmidth,2013,open_pit,drc,43650,2023-08-14,breakdown,bearing,general_component,minor,14.2,55517.88,4128.0,corrective,False,69,False,True,False
EQP-3ECB4E79,UNIT-7415,excavator,Komatsu,2014,open_pit,ghana,40562,2022-02-15,breakdown,electrical,wiring,major,23.0,61090.88,3521.0,corrective,False,107,False,True,False
EQP-2442363F,UNIT-1937,conveyor,FLSmidth,2010,open_pit,botswana,55858,2021-03-04,breakdown,motor,general_component,major,8.4,22079.55,2956.0,corrective,False,60,False,False,True
EQP-EDB64830,UNIT-7493,loader,Komatsu,2019,open_pit,ghana,20548,2024-05-06,breakdown,hydraulics,hose,minor,10.7,23684.43,950.0,corrective,False,56,True,False,True
EQP-11601C55,UNIT-9996,loader,Volvo,2020,underground,ghana,16622,2022-01-20,scheduled_maintenance,preventive,adjustment,routine,2.5,2192.86,136.0,preventive,True,29,False,False,False
EQP-9CE77A06,UNIT-7875,drill_rig,Epiroc,2015,processing_plant,tanzania,35770,2020-01-17,overhaul,drill_string,general_component,major,12.0,31908.95,553.0,major_overhaul,True,27,False,False,False
EQP-F9335FF2,UNIT-5097,drill_rig,Epiroc,2008,underground,botswana,65095,2021-11-25,breakdown,drill_string,general_component,major,9.6,32463.53,447.0,corrective,False,31,False,False,False
EQP-67297BC4,UNIT-3829,excavator,Caterpillar,2008,underground,drc,63771,2022-01-09,breakdown,undercarriage,general_component,major,23.8,76634.47,3084.0,corrective,False,33,False,False,False
EQP-4A56221C,UNIT-8851,haul_truck,Belaz,2018,processing_plant,south_africa,24021,2021-03-09,inspection,preventive,filter_replace,routine,2.8,7276.02,212.0,preventive,True,20,False,True,False
EQP-CDF694CD,UNIT-3314,excavator,Komatsu,2022,processing_plant,ghana,7022,2024-04-28,scheduled_maintenance,preventive,filter_replace,routine,5.8,4444.87,586.0,preventive,True,3,False,False,False
EQP-0958EE7D,UNIT-5340,grader,Komatsu,2021,open_pit,south_africa,11729,2022-06-04,scheduled_maintenance,preventive,filter_replace,minor,5.4,13044.89,107.0,preventive,True,36,True,False,False
EQP-3F3C6F40,UNIT-7937,excavator,Hitachi,2014,open_pit,drc,42158,2021-10-28,scheduled_maintenance,preventive,filter_replace,routine,2.5,8228.5,445.0,preventive,True,42,False,False,False
EQP-7F3FB36B,UNIT-9300,pump,Weir,2015,open_pit,zimbabwe,35099,2023-06-09,breakdown,seal,general_component,minor,3.5,6176.98,238.0,corrective,False,2,False,False,False
EQP-370627BD,UNIT-9287,haul_truck,Hitachi,2010,processing_plant,ghana,56437,2023-02-25,breakdown,tires,rear_left,minor,8.9,20736.16,1261.0,corrective,False,3,False,False,False
EQP-33D062B2,UNIT-1789,crusher,Sandvik,2009,open_pit,drc,59545,2022-05-11,overhaul,motor,general_component,major,57.9,111454.84,16434.0,major_overhaul,True,88,True,True,False
EQP-CBBFC5B1,UNIT-9083,conveyor,Metso,2020,open_pit,zimbabwe,13786,2024-10-20,scheduled_maintenance,preventive,adjustment,routine,1.2,1064.1,572.0,preventive,True,162,False,False,False
EQP-AD73EA92,UNIT-2026,crusher,Metso,2014,underground,south_africa,40558,2024-10-20,breakdown,bearing,general_component,minor,12.9,21176.26,2906.0,corrective,False,6,False,True,False
EQP-61490FC8,UNIT-6259,crusher,Sandvik,2015,underground,south_africa,35443,2022-05-06,overhaul,hydraulics,valve,major,69.1,90065.4,18869.0,major_overhaul,True,33,True,False,False
EQP-227AFFC4,UNIT-9365,crusher,Metso,2013,underground,tanzania,44319,2023-06-29,scheduled_maintenance,preventive,filter_replace,minor,24.0,25331.55,3735.0,preventive,True,12,True,False,False
EQP-A6D7A6C1,UNIT-6892,grader,John Deere,2013,underground,south_africa,44989,2020-04-03,breakdown,transmission,driveshaft,minor,10.2,11831.49,118.0,corrective,False,43,True,False,False
EQP-76DB6FFE,UNIT-9526,conveyor,ThyssenKrupp,2023,underground,south_africa,4234,2022-03-07,overhaul,gearbox,general_component,major,8.4,22797.06,3428.0,major_overhaul,True,10,False,True,False
EQP-B8007DB8,UNIT-4098,haul_truck,Caterpillar,2021,processing_plant,south_africa,12328,2022-03-05,condition_based,electrical,alternator,routine,3.6,2452.16,298.0,predictive,False,303,False,False,True
EQP-E8448CC1,UNIT-3832,excavator,Caterpillar,2019,open_pit,zambia,19132,2021-12-28,condition_based,undercarriage,general_component,routine,5.2,7275.75,543.0,predictive,False,1,False,False,False
EQP-B61FFF3E,UNIT-3935,crusher,Metso,2014,processing_plant,zambia,40706,2024-02-22,breakdown,hydraulics,pump,major,39.4,70968.33,6550.0,corrective,False,102,True,False,True
EQP-04EB7EC6,UNIT-4196,drill_rig,Caterpillar,2019,underground,drc,19810,2022-11-16,breakdown,electrical,alternator,minor,3.3,10701.47,120.0,corrective,False,92,False,False,False
EQP-3549ACBF,UNIT-7144,conveyor,ThyssenKrupp,2013,open_pit,drc,42001,2022-04-28,overhaul,motor,general_component,major,6.9,12597.77,2567.0,major_overhaul,True,35,False,True,True
EQP-7B06C5E2,UNIT-5071,conveyor,ThyssenKrupp,2016,processing_plant,drc,32827,2022-02-16,breakdown,belt,general_component,major,10.9,14493.14,5248.0,corrective,False,11,False,True,False
EQP-EF9C606D,UNIT-7636,excavator,Caterpillar,2010,processing_plant,south_africa,57132,2023-01-18,inspection,preventive,oil_change,routine,3.4,8868.6,483.0,preventive,True,220,False,True,False
EQP-D084B1DE,UNIT-4745,loader,Komatsu,2019,processing_plant,tanzania,21481,2021-02-03,condition_based,transmission,gearbox,routine,3.2,3214.75,242.0,predictive,False,25,True,False,False
EQP-48CA8A59,UNIT-3769,crusher,Metso,2008,processing_plant,botswana,66170,2021-03-18,scheduled_maintenance,preventive,adjustment,routine,9.0,4303.19,2452.0,preventive,True,37,False,False,False
EQP-E7CFC066,UNIT-2710,crusher,Sandvik,2019,open_pit,drc,20773,2022-07-26,inspection,preventive,adjustment,routine,9.5,5387.4,2586.0,preventive,True,20,True,True,False
EQP-895ACA4D,UNIT-5958,crusher,Metso,2017,open_pit,ghana,28513,2021-07-28,overhaul,motor,general_component,major,51.3,135928.02,10208.0,major_overhaul,True,61,False,True,False
EQP-C234A33D,UNIT-9084,grader,John Deere,2009,open_pit,tanzania,61091,2023-04-25,inspection,preventive,adjustment,routine,2.7,2112.51,47.0,preventive,True,17,False,False,False
EQP-7639BF8A,UNIT-8729,conveyor,ThyssenKrupp,2016,processing_plant,south_africa,31113,2024-06-10,scheduled_maintenance,preventive,filter_replace,routine,1.2,2371.96,566.0,preventive,True,145,False,False,False
EQP-BE992B00,UNIT-3279,pump,KSB,2011,processing_plant,ghana,50328,2021-10-07,scheduled_maintenance,preventive,filter_replace,routine,0.9,1297.96,82.0,preventive,True,62,False,False,False
EQP-B10FE16F,UNIT-5298,haul_truck,Caterpillar,2015,processing_plant,botswana,35522,2022-11-05,scheduled_maintenance,preventive,adjustment,minor,5.2,18909.3,518.0,preventive,True,261,False,False,False
EQP-10956B82,UNIT-7346,conveyor,Metso,2008,processing_plant,south_africa,65277,2021-05-24,breakdown,pulley,general_component,minor,5.6,5921.32,2436.0,corrective,False,39,False,False,False
EQP-A2CBA844,UNIT-6511,crusher,Metso,2019,underground,south_africa,19338,2023-11-29,inspection,preventive,adjustment,minor,35.4,49805.53,9228.0,preventive,True,65,False,False,False
EQP-E0521565,UNIT-1604,drill_rig,Sandvik,2016,open_pit,drc,32465,2021-01-26,overhaul,rotation,general_component,major,16.4,45071.16,509.0,major_overhaul,True,108,False,True,False
EQP-4960B0CF,UNIT-6318,excavator,Komatsu,2013,open_pit,zambia,44573,2022-07-28,breakdown,engine,injector,critical,61.7,138114.78,10302.0,corrective,False,202,True,False,True
EQP-8E86D66A,UNIT-1348,conveyor,FLSmidth,2022,open_pit,zambia,8244,2021-10-15,condition_based,roller,general_component,minor,2.7,5563.11,734.0,predictive,False,61,True,False,False
EQP-742B2256,UNIT-2048,excavator,Hitachi,2018,underground,south_africa,22722,2023-10-08,overhaul,undercarriage,general_component,major,27.2,56966.13,3466.0,major_overhaul,True,23,False,False,False
EQP-E1D56ECA,UNIT-6882,grader,Komatsu,2017,open_pit,zimbabwe,28342,2021-03-15,scheduled_maintenance,preventive,adjustment,routine,1.8,3678.03,19.0,preventive,True,89,False,False,False
EQP-5F9A7FC8,UNIT-1922,excavator,Hitachi,2010,processing_plant,south_africa,55578,2020-12-28,breakdown,engine,injector,major,34.5,84082.53,3902.0,corrective,False,55,True,True,False
EQP-61D9AE8B,UNIT-4050,haul_truck,Komatsu,2016,underground,botswana,33702,2023-10-05,breakdown,engine,turbo,critical,67.0,140773.5,5560.0,corrective,False,4,True,False,True
EQP-3B70EBA1,UNIT-6295,conveyor,Metso,2019,open_pit,south_africa,21136,2022-09-29,scheduled_maintenance,preventive,inspection,routine,2.0,1316.75,973.0,preventive,True,77,False,False,False
EQP-CA4F4464,UNIT-6898,excavator,Komatsu,2022,processing_plant,south_africa,7613,2023-02-23,overhaul,bucket,general_component,major,33.4,65152.4,3887.0,major_overhaul,True,9,False,False,False
EQP-44D03F4E,UNIT-5011,haul_truck,Belaz,2017,underground,zambia,29765,2023-11-30,breakdown,electrical,sensors,minor,7.3,28465.8,587.0,corrective,False,53,False,False,False
EQP-BC822EA8,UNIT-1846,conveyor,ThyssenKrupp,2010,underground,south_africa,56343,2021-05-31,scheduled_maintenance,preventive,adjustment,routine,1.2,1447.37,525.0,preventive,True,115,False,True,True
EQP-86608D2E,UNIT-8191,conveyor,FLSmidth,2018,open_pit,zambia,22328,2021-03-10,condition_based,roller,general_component,routine,1.8,536.86,742.0,predictive,False,10,False,False,False
EQP-E5EE7E0C,UNIT-9547,haul_truck,Caterpillar,2009,open_pit,south_africa,59921,2024-11-20,inspection,preventive,inspection,minor,8.7,23926.92,1068.0,preventive,True,25,False,True,False
EQP-8823B5E2,UNIT-8997,conveyor,Metso,2013,open_pit,drc,45635,2020-07-19,overhaul,belt,general_component,major,11.3,11448.15,5345.0,major_overhaul,True,16,False,False,False
EQP-70E606F3,UNIT-7735,conveyor,Metso,2022,underground,south_africa,7180,2023-03-08,inspection,preventive,filter_replace,routine,1.2,1761.48,500.0,preventive,True,41,False,False,False
EQP-D83F2E38,UNIT-4619,loader,Komatsu,2020,underground,drc,15931,2021-11-30,scheduled_maintenance,preventive,filter_replace,routine,3.6,3664.8,300.0,preventive,True,2,True,False,False
EQP-B10C93CE,UNIT-8885,excavator,Hitachi,2022,processing_plant,south_africa,6640,2020-09-13,overhaul,undercarriage,general_component,major,26.3,85762.53,3832.0,major_overhaul,True,82,False,False,False
EQP-67BDC6B0,UNIT-5393,haul_truck,Hitachi,2013,processing_plant,ghana,42798,2024-09-11,scheduled_maintenance,preventive,inspection,routine,2.0,4800.87,235.0,preventive,True,4,False,True,False
EQP-1707FF2A,UNIT-2228,pump,Weir,2018,open_pit,south_africa,23165,2024-02-01,scheduled_maintenance,preventive,adjustment,routine,1.4,680.37,124.0,preventive,True,79,False,False,False
EQP-CEF86302,UNIT-8654,conveyor,FLSmidth,2019,processing_plant,tanzania,18772,2021-02-03,breakdown,motor,general_component,major,6.5,23409.42,2209.0,corrective,False,20,True,True,True
